id,user_id,num,goods_id,issue_id,is_advance,pay_time
311,2989,1,1395,186,2,2021-11-1 4:02
312,2989,1,824,289,2,2021-11-1 4:02
313,2989,1,1927,446,1,2021-11-1 4:02
314,2989,1,783,258,2,2021-11-1 4:02
315,2989,1,1868,21,1,2021-11-1 4:26
316,2989,1,1136,59,2,2021-11-1 4:26
317,2989,1,1875,207,1,2021-11-1 4:26
318,2989,1,1835,266,2,2021-11-1 4:26
319,2989,1,824,289,2,2021-11-1 4:26
320,2989,1,783,258,2,2021-11-1 4:26
321,2989,1,1927,446,1,2021-11-1 4:26
322,2989,1,1068,15,2,2021-11-1 4:26
323,1278,1,1402,193,2,2021-11-1 4:31
324,1278,1,1418,200,2,2021-11-1 4:31
325,1507,1,2091,480,2,2021-11-1 5:49
326,1507,1,596,79,2,2021-11-1 5:49
327,1507,1,921,311,2,2021-11-1 5:49
328,1507,1,1875,207,1,2021-11-1 5:49
329,3008,1,1926,445,1,2021-11-1 5:55
330,418,1,2041,181,1,2021-11-1 6:24
331,418,1,621,111,2,2021-11-1 6:24
332,1003,1,2105,490,1,2021-11-1 6:56
333,1003,1,1850,424,2,2021-11-1 6:56
334,1003,1,1926,445,1,2021-11-1 6:56
335,2735,1,763,302,2,2021-11-1 7:48
336,2259,1,1926,445,1,2021-11-1 7:56
337,2,1,871,2,2,2021-11-1 8:53
338,3070,1,2041,181,1,2021-11-1 9:09
339,2730,1,2036,243,1,2021-11-1 9:22
340,2604,1,1921,2,1,2021-11-1 9:40
341,3101,1,596,79,2,2021-11-1 9:56
342,3035,1,1926,445,1,2021-11-1 9:59
343,3112,1,621,111,2,2021-11-1 10:01
344,1260,1,596,79,2,2021-11-1 10:07
345,1260,1,1295,146,2,2021-11-1 10:10
346,3009,1,1463,207,2,2021-11-1 10:11
347,1260,1,928,311,2,2021-11-1 10:13
348,1260,1,2032,216,2,2021-11-1 10:13
349,3009,1,1469,207,2,2021-11-1 10:14
350,3009,1,1641,294,2,2021-11-1 10:15
351,3009,1,1349,158,2,2021-11-1 10:16
352,1260,1,621,111,2,2021-11-1 10:17
353,3009,1,911,303,2,2021-11-1 10:18
354,3009,1,1502,220,2,2021-11-1 10:19
355,3009,1,1395,186,2,2021-11-1 10:20
356,1260,1,2032,216,2,2021-11-1 10:23
357,1260,1,928,311,2,2021-11-1 10:24
358,1260,1,1295,146,2,2021-11-1 10:25
359,1260,1,596,79,2,2021-11-1 10:26
360,822,1,1349,158,2,2021-11-1 10:28
361,1524,1,1868,21,1,2021-11-1 10:36
362,1003,1,905,303,2,2021-11-1 10:37
363,3151,1,2036,243,1,2021-11-1 10:46
364,2623,1,1201,94,2,2021-11-1 10:47
365,2623,1,1647,296,2,2021-11-1 10:47
366,2623,1,1163,80,2,2021-11-1 10:47
367,2623,1,2041,181,1,2021-11-1 10:47
368,1434,1,1926,445,1,2021-11-1 11:05
369,171,1,2041,181,1,2021-11-1 11:22
370,171,1,2091,480,2,2021-11-1 11:22
371,977,1,2091,480,2,2021-11-1 11:26
372,366,1,2105,490,1,2021-11-1 11:29
373,2971,1,431,287,2,2021-11-1 11:34
374,2211,1,1926,445,1,2021-11-1 11:34
375,398,1,1567,244,2,2021-11-1 11:36
376,15,1,2032,216,2,2021-11-1 11:40
377,3210,1,2036,243,1,2021-11-1 11:40
378,3208,1,763,302,2,2021-11-1 11:40
379,2623,1,2096,487,2,2021-11-1 11:46
380,2623,1,2038,463,1,2021-11-1 11:46
381,15,1,499,37,2,2021-11-1 11:51
382,171,1,1926,445,1,2021-11-1 11:55
383,3009,1,1936,451,2,2021-11-1 12:00
384,1401,1,783,258,2,2021-11-1 12:15
385,109,1,1921,2,1,2021-11-1 12:17
386,3249,1,499,37,2,2021-11-1 12:19
387,3253,1,1921,2,1,2021-11-1 12:20
388,2214,1,1473,207,2,2021-11-1 12:31
389,2214,1,1465,207,2,2021-11-1 12:31
390,2214,1,929,311,2,2021-11-1 12:31
391,2214,1,947,81,2,2021-11-1 12:31
392,2214,1,766,302,2,2021-11-1 12:31
393,783,1,1854,113,1,2021-11-1 12:34
394,15,1,473,4,2,2021-11-1 12:36
395,3345,1,763,302,2,2021-11-1 13:28
396,575,1,1921,2,1,2021-11-1 13:30
397,3151,1,1266,123,1,2021-11-1 13:36
398,1500,1,1926,445,1,2021-11-1 13:41
399,972,1,2036,243,1,2021-11-1 13:49
400,972,1,2041,181,1,2021-11-1 13:49
401,1260,1,2031,459,2,2021-11-1 14:04
402,3359,1,783,258,2,2021-11-1 14:10
403,471,1,2036,243,1,2021-11-1 14:21
404,471,1,622,111,1,2021-11-1 14:21
405,471,1,1926,445,1,2021-11-1 14:21
406,3279,1,763,302,2,2021-11-1 14:26
407,3279,1,2041,181,1,2021-11-1 14:26
408,3279,1,1921,2,1,2021-11-1 14:26
409,3279,1,2091,480,2,2021-11-1 14:26
410,3279,1,1926,445,1,2021-11-1 14:26
411,3279,1,618,111,2,2021-11-1 14:26
412,3279,1,1068,15,2,2021-11-1 14:26
413,3421,1,1921,2,1,2021-11-1 14:50
414,3479,1,1472,207,2,2021-11-1 15:18
415,3111,1,1155,338,2,2021-11-1 15:22
416,916,1,1394,185,2,2021-11-1 15:29
417,2198,1,1582,406,1,2021-11-1 15:33
418,2,1,871,2,2,2021-11-1 15:34
419,3510,1,1921,2,1,2021-11-1 15:37
420,3514,1,763,302,2,2021-11-1 15:39
421,2,1,871,2,2,2021-11-1 15:42
422,503,1,1579,404,2,2021-11-1 15:44
423,1456,2,949,306,2,2021-11-1 15:48
424,1456,2,1835,266,2,2021-11-1 15:48
425,1919,1,334,223,2,2021-11-1 15:56
426,3560,1,622,111,1,2021-11-1 16:12
427,1496,1,1260,350,2,2021-11-1 16:19
428,2960,1,1392,185,2,2021-11-1 16:20
429,2960,1,763,302,2,2021-11-1 16:20
430,2960,1,1418,200,2,2021-11-1 16:20
431,2960,1,596,79,2,2021-11-1 16:20
432,2960,1,1364,177,2,2021-11-1 16:20
433,3583,1,1835,266,2,2021-11-1 16:32
434,1525,1,2041,181,1,2021-11-1 16:33
435,3572,1,1392,185,2,2021-11-1 16:35
436,1883,1,928,311,2,2021-11-1 16:40
437,299,1,1466,207,1,2021-11-1 16:47
438,299,1,763,302,2,2021-11-1 16:47
439,299,1,1175,86,2,2021-11-1 16:47
440,3606,1,622,111,1,2021-11-1 16:49
441,587,1,1921,2,1,2021-11-1 16:51
442,1072,1,853,2,2,2021-11-1 16:55
443,1072,1,840,2,2,2021-11-1 16:55
444,1072,1,852,2,2,2021-11-1 16:55
445,1072,1,1361,177,2,2021-11-1 16:55
446,1072,1,1364,177,2,2021-11-1 16:55
447,1072,1,1362,177,2,2021-11-1 16:55
448,1072,1,944,81,2,2021-11-1 16:55
449,1072,1,947,81,2,2021-11-1 16:55
450,1072,1,1136,59,2,2021-11-1 16:55
451,1072,1,1141,59,2,2021-11-1 16:55
452,1072,1,913,303,2,2021-11-1 16:55
453,1072,1,1401,193,2,2021-11-1 16:55
454,1072,1,825,289,2,2021-11-1 16:55
455,1072,1,1197,94,2,2021-11-1 16:55
456,1072,1,1201,94,2,2021-11-1 16:55
457,1072,1,776,257,2,2021-11-1 16:55
458,1072,1,1835,266,2,2021-11-1 16:55
459,1072,1,1383,180,2,2021-11-1 16:55
460,1072,1,1371,180,2,2021-11-1 16:55
461,1072,1,1382,180,2,2021-11-1 16:55
462,1072,1,1386,180,2,2021-11-1 16:55
463,1072,1,878,293,2,2021-11-1 16:55
464,1072,1,591,78,2,2021-11-1 16:55
465,1072,1,928,311,2,2021-11-1 16:55
466,1072,1,1864,217,2,2021-11-1 16:55
467,1072,1,1031,327,2,2021-11-1 16:55
468,1072,1,619,111,2,2021-11-1 16:55
469,78,1,622,111,1,2021-11-1 16:57
470,3133,1,1926,445,1,2021-11-1 17:01
471,1525,1,832,289,2,2021-11-1 17:04
472,527,1,2036,243,1,2021-11-1 17:05
473,527,1,2041,181,1,2021-11-1 17:11
474,527,1,1926,445,1,2021-11-1 17:12
475,527,1,2105,490,1,2021-11-1 17:13
476,2122,1,1921,2,1,2021-11-1 17:13
477,527,1,591,78,2,2021-11-1 17:18
478,527,1,1318,154,2,2021-11-1 17:19
479,3600,1,1921,2,1,2021-11-1 17:19
480,527,1,1392,185,2,2021-11-1 17:20
481,527,1,1864,217,2,2021-11-1 17:21
482,1431,1,1197,94,2,2021-11-1 17:27
483,1790,1,1479,212,2,2021-11-1 17:28
484,1790,1,1318,154,2,2021-11-1 17:28
485,1790,1,1201,94,2,2021-11-1 17:28
486,1646,1,1875,207,1,2021-11-1 17:45
487,730,1,1170,82,2,2021-11-1 17:48
488,3664,1,825,289,2,2021-11-1 17:51
489,3664,1,760,302,2,2021-11-1 17:51
490,3664,1,869,2,2,2021-11-1 17:51
491,3009,1,1937,451,2,2021-11-1 18:00
492,2889,1,760,302,2,2021-11-1 18:01
493,2889,1,1069,329,2,2021-11-1 18:01
494,2889,1,1472,207,2,2021-11-1 18:01
495,2889,1,1875,207,1,2021-11-1 18:01
496,2889,1,1465,207,2,2021-11-1 18:01
497,2889,1,1394,185,2,2021-11-1 18:01
498,2889,1,1392,185,2,2021-11-1 18:01
499,2889,1,1136,59,2,2021-11-1 18:01
500,2889,1,1401,193,2,2021-11-1 18:01
501,2889,1,1197,94,2,2021-11-1 18:01
502,2889,1,947,81,2,2021-11-1 18:01
503,2889,1,1318,154,2,2021-11-1 18:01
504,2889,1,1835,266,2,2021-11-1 18:01
505,2889,1,591,78,2,2021-11-1 18:01
506,2889,1,1364,177,2,2021-11-1 18:01
507,2889,1,1362,177,2,2021-11-1 18:01
508,2889,1,1068,15,2,2021-11-1 18:01
509,2889,1,1029,320,2,2021-11-1 18:01
510,2889,1,1395,186,2,2021-11-1 18:01
511,2889,1,1106,27,2,2021-11-1 18:01
512,2468,1,1921,2,1,2021-11-1 18:01
513,1072,1,760,302,2,2021-11-1 18:03
514,1072,1,1473,207,2,2021-11-1 18:03
515,1072,1,1472,207,2,2021-11-1 18:03
516,1072,1,1465,207,2,2021-11-1 18:03
517,1072,1,1170,82,2,2021-11-1 18:03
518,1072,1,1648,296,2,2021-11-1 18:03
519,1072,1,798,267,2,2021-11-1 18:03
520,1072,1,961,309,2,2021-11-1 18:03
521,1072,1,962,309,2,2021-11-1 18:03
522,1072,1,1318,154,2,2021-11-1 18:03
523,1072,1,1565,401,2,2021-11-1 18:03
524,1072,1,960,308,2,2021-11-1 18:03
525,1072,1,726,229,2,2021-11-1 18:03
526,1072,1,1493,217,2,2021-11-1 18:03
527,1072,1,585,76,2,2021-11-1 18:03
528,1072,1,1398,186,2,2021-11-1 18:03
529,1072,1,1395,186,2,2021-11-1 18:03
530,1072,1,1397,186,2,2021-11-1 18:03
531,1072,1,1811,71,2,2021-11-1 18:03
532,1072,1,567,45,2,2021-11-1 18:03
533,1072,1,737,231,2,2021-11-1 18:03
534,1072,1,1431,201,2,2021-11-1 18:03
535,1072,1,1066,6,2,2021-11-1 18:03
536,1072,1,1638,419,2,2021-11-1 18:03
537,1072,1,1856,194,2,2021-11-1 18:03
538,1072,1,624,112,2,2021-11-1 18:03
539,1072,1,824,289,2,2021-11-1 18:03
540,2971,1,1198,94,2,2021-11-1 18:03
541,2971,1,1876,2,2,2021-11-1 18:03
542,2971,1,863,2,2,2021-11-1 18:03
543,2971,1,726,229,2,2021-11-1 18:03
544,2971,1,783,258,2,2021-11-1 18:03
545,849,1,1069,329,2,2021-11-1 18:03
546,849,1,824,289,2,2021-11-1 18:05
547,182,1,1318,154,2,2021-11-1 18:09
548,182,1,960,308,2,2021-11-1 18:09
549,182,1,824,289,2,2021-11-1 18:09
550,849,1,1362,177,2,2021-11-1 18:09
551,849,1,1232,343,2,2021-11-1 18:11
552,1761,1,1868,21,1,2021-11-1 18:12
553,1761,1,1098,21,2,2021-11-1 18:12
554,1761,1,1166,82,2,2021-11-1 18:12
555,1761,1,1116,42,2,2021-11-1 18:12
556,1761,1,783,258,2,2021-11-1 18:12
557,1761,1,1355,167,2,2021-11-1 18:12
558,1761,1,1926,445,1,2021-11-1 18:12
559,1761,1,1199,94,2,2021-11-1 18:12
560,1761,1,1260,350,2,2021-11-1 18:12
561,1761,1,1921,2,1,2021-11-1 18:12
562,1761,1,2041,181,1,2021-11-1 18:12
563,1761,1,663,156,2,2021-11-1 18:12
564,1761,1,737,231,2,2021-11-1 18:12
565,1761,1,1442,186,2,2021-11-1 18:12
566,1761,1,1392,185,2,2021-11-1 18:12
567,1761,1,503,45,2,2021-11-1 18:12
568,1761,1,660,152,2,2021-11-1 18:12
569,1761,1,1250,106,2,2021-11-1 18:12
570,1761,1,472,3,2,2021-11-1 18:12
